Year,date,Dependent,D_type,Speaker1,Governor,G_type,Speaker2,RelationType,long_date
1992,15 10,"if you want to have a high risk experience, comparable to bungee jumping, go into Congress some time when they're working on this kind of legislation, when the lobbyists are running up and down the halls",Premise,PEROT,You own this country but you have no voice in it the way it's organized now,Premise,PEROT,Support,15-10-1992
1992,15 10,"as a private citizen, believe me, you are looked on as a major nuisance",Premise,PEROT,"if you want to have a high risk experience, comparable to bungee jumping, go into Congress some time when they're working on this kind of legislation, when the lobbyists are running up and down the halls",Premise,PEROT,Support,15-10-1992
1992,15 10,you've got to have a government that comes from you again,Claim,PEROT,None of them ever get implemented,Claim,PEROT,Support,15-10-1992
1992,15 10,you've got to have a government that comes from you again,Claim,PEROT,You're supposed to have a government that comes from you,Claim,PEROT,Equivalent,15-10-1992
1992,15 10,you've got to have a government that comes from you again,Claim,PEROT,"I think we ought to do plastic surgery on a lot of these guys so that they're all ears, too, and listen to you",Claim,PEROT,Support,15-10-1992
1992,15 10,you've got to have a government that comes from you again,Claim,PEROT,You've got to reassert your ownership in this country,Claim,PEROT,Support,15-10-1992
1992,15 10,you've got to have a government that comes from you again,Claim,PEROT,Till you change it you're gonna be unhappy,Claim,PEROT,Support,15-10-1992
1992,15 10,you've got to have a government that comes from you again,Premise,PEROT,"Why shouldn't you get what you want, as opposed to what some lobbyist cuts a deal, writes a little piece in the law and he goes through",Claim,PEROT,Support,15-10-1992
1992,15 10,The facts are you now have a government that comes at you,Premise,PEROT,"as a private citizen, believe me, you are looked on as a major nuisance",Claim,PEROT,Support,15-10-1992
1992,15 10,None of them ever get implemented,Premise,PEROT,A senator runs every 6 years,Claim,PEROT,Support,15-10-1992
1992,15 10,None of them ever get implemented,Premise,PEROT,"He's got to raise 20,000 bucks a week to have enough money to run",Claim,PEROT,Support,15-10-1992
1992,15 10,None of them ever get implemented,Premise,PEROT,"Who's he gonna listen to -- us or the folks running up and down the aisles with money, the lobbyists, the PAC money",Claim,PEROT,Support,15-10-1992
1992,15 10,"Who's he gonna listen to -- us or the folks running up and down the aisles with money, the lobbyists, the PAC money",Premise,PEROT,He listens to them,Premise,PEROT,Support,15-10-1992
1992,15 10,you've got to completely reform our government,Claim,PEROT,you've got to have a government that comes from you again,Claim,PEROT,Support,15-10-1992
1992,15 10,The programs will be good,Claim,PEROT,you've got to have a government that comes from you again,Claim,PEROT,Support,15-10-1992
1992,15 10,The programs will be good,Premise,PEROT,the elected officials will be listening to -- I said the other night I was all ears and I would listen to any good idea,Claim,PEROT,Support,15-10-1992
1992,15 10,"I think we ought to do plastic surgery on a lot of these guys so that they're all ears, too, and listen to you",Premise,PEROT,"you get what you want, and shouldn't you",Claim,PEROT,Support,15-10-1992
1992,15 10,Till you change it you're gonna be unhappy,Claim,PEROT,That's the way the game's played now,Claim,PEROT,Support,15-10-1992
1992,15 10,you have to vote for somebody with a plan,Claim,CLINTON,We have elections so people can make decisions about this,Claim,CLINTON,Support,15-10-1992
1992,15 10,you have to vote for somebody with a plan,Claim,CLINTON,the average family would save $1200 a year under the plan that I offered without any erosion in the quality of health care,Claim,CLINTON,Support,15-10-1992
1992,15 10,you have to vote for somebody with a plan,Premise,CLINTON,I ask you to look at that,Claim,CLINTON,Support,15-10-1992
1992,15 10,you have to vote for somebody with a plan,Premise,CLINTON,That's what you have elections for,Claim,CLINTON,Support,15-10-1992
1992,15 10,you have to vote for somebody with a plan,Claim,CLINTON,"If people would say, well, he got elected to do this and then the Congress says, okay, I'm going to do it",Claim,CLINTON,Support,15-10-1992
1992,15 10,They concluded that my plan would cover everybody and his would leave 27 million behind by the year 2000,Premise,CLINTON,a bipartisan commission reviewed my plan and the Bush plan and there were as many Republicans as Democratic health care experts on it,Claim,CLINTON,Support,15-10-1992
1992,15 10,my plan in the next 12 years would save $2.2 trillion in public and private money to reinvest in this economy,Claim,CLINTON,They concluded that my plan would cover everybody and his would leave 27 million behind by the year 2000,Claim,CLINTON,Support,15-10-1992
1992,15 10,the average family would save $1200 a year under the plan that I offered without any erosion in the quality of health care,Claim,CLINTON,my plan in the next 12 years would save $2.2 trillion in public and private money to reinvest in this economy,Claim,CLINTON,Support,15-10-1992
1992,15 10,"If people would say, well, he got elected to do this and then the Congress says, okay, I'm going to do it",Premise,CLINTON,That's what the election was about,Claim,CLINTON,Support,15-10-1992
1992,15 10,You're supposed to have a government that comes from you,Claim,PEROT,The facts are you now have a government that comes at you,Claim,PEROT,Support,15-10-1992
1992,15 10,He listens to them,Premise,PEROT,Who do they represent? Health care industry. Not us,Premise,PEROT,Support,15-10-1992
1992,15 10,That's how much I care about it,Premise,PEROT,It caused me to disrupt my private life and my business to get involved in this activity,Claim,PEROT,Support,15-10-1992
1992,15 10,That's how much I care about it,Premise,PEROT,"if you knew my family and if you knew the private life I have, you would agree in a minute that that's a whole lot more fun than getting involved in politics",Claim,PEROT,Support,15-10-1992
1992,15 10,I think that that's an important part of being a parent,Premise,BUSH,I want to think that they're going to be able to afford an education,Claim,BUSH,Support,15-10-1992
1992,15 10,Are you suggesting that if somebody has means that the national debt doesn't affect them?,Claim,BUSH,"I don't think it's fair to say, you haven't had cancer. Therefore, you don't know what's it like",Claim,BUSH,Attack,15-10-1992
1992,15 10,everybody's affected by the debt,Premise,BUSH,because of the tremendous interest that goes into paying on that debt everything's more expensive,Claim,BUSH,Support,15-10-1992
1992,15 10,everybody's affected by the debt,Premise,BUSH,Everything comes out of your pocket and my pocket,Claim,BUSH,Support,15-10-1992
1992,15 10,"I think in terms of the recession, of course you feel it when you're president of the US",Premise,BUSH,"that's why I'm trying to do something about it by stimulating the export, vesting more, better education systems",Claim,BUSH,Support,15-10-1992
1992,15 10,"I think we have to do is invest in American jobs, American education",Claim,CLINTON,control American health care costs,Claim,CLINTON,Support,15-10-1992
1992,15 10,"I think we have to do is invest in American jobs, American education",Claim,CLINTON,"this decision you're about to make better be about what kind of economic theory you want, not just people saying I'm going to go fix it",Claim,CLINTON,Support,15-10-1992
1992,15 10,the national debt is not the only cause of that,Claim,CLINTON,America has not invested in its people,Claim,CLINTON,Attack,15-10-1992
1992,15 10,the national debt is not the only cause of that,Premise,CLINTON,we've had 12 years of trickle down economics,Claim,CLINTON,Support,15-10-1992
1992,15 10,the national debt is not the only cause of that,Premise,CLINTON,We've gone from first to twelfth in the world in wages,Claim,CLINTON,Support,15-10-1992
1992,15 10,the national debt is not the only cause of that,Premise,CLINTON,We've had 4 years where we've produced no private sector jobs,Claim,CLINTON,Support,15-10-1992
1992,15 10,the national debt is not the only cause of that,Premise,CLINTON,Most people are working harder for less money than they were making ten years ago,Claim,CLINTON,Support,15-10-1992
1992,15 10,the national debt is not the only cause of that,Premise,CLINTON,we are in the grip of a failed economic theory,Claim,CLINTON,Support,15-10-1992
1992,15 10,I have lived the American dream,Premise,PEROT,I came from very modest background,Claim,PEROT,Support,15-10-1992
1992,15 10,I have lived the American dream,Premise,PEROT,"Nobody's been luckier than I've been, all the way across the spectrum",Claim,PEROT,Support,15-10-1992
1992,15 10,I have lived the American dream,Premise,PEROT,the greatest riches of all are my wife and children,Claim,PEROT,Support,15-10-1992
1992,15 10,"on Medicare, it is not true that everyone knows how to fix it",Premise,CLINTON,"There are different ideas -- the Bush plan, the Perot plan, the Clinton -- we have different ideas",Claim,CLINTON,Support,15-10-1992
1992,15 10,"you cannot control the cost of Medicare until you control the cost of private health care and public health care, with managed competition, ceiling on cost, and radical reorganization of the insurance markets",Claim,CLINTON,You've got to do that,Claim,CLINTON,Equivalent,15-10-1992
1992,15 10,"you cannot control the cost of Medicare until you control the cost of private health care and public health care, with managed competition, ceiling on cost, and radical reorganization of the insurance markets",Claim,CLINTON,we got to get those costs down,Claim,CLINTON,Support,15-10-1992
1992,15 10,"you cannot control the cost of Medicare until you control the cost of private health care and public health care, with managed competition, ceiling on cost, and radical reorganization of the insurance markets",Premise,CLINTON,"I am convinced, having studied health care for a year hard and talking to hundreds and hundreds of people all across America",Claim,CLINTON,Support,15-10-1992
